status	old_path	new_path	additions	deletions	section
D		docs/02-app/01-building-your-application/07-configuring/11-draft-mode.mdx	0	244	app/building-your-application
D		docs/02-app/01-building-your-application/07-configuring/15-content-security-policy.mdx	0	247	app/building-your-application
D		docs/02-app/01-building-your-application/10-deploying/01-production-checklist.mdx	0	165	app/building-your-application
D		docs/02-app/01-building-your-application/10-deploying/index.mdx	0	282	app/building-your-application
D		docs/02-app/01-building-your-application/11-upgrading/01-codemods.mdx	0	378	app/building-your-application
D		docs/02-app/01-building-your-application/11-upgrading/02-version-15.mdx	0	150	app/building-your-application
D		docs/02-app/01-building-your-application/11-upgrading/05-from-create-react-app.mdx	0	498	app/building-your-application
D		docs/02-app/01-building-your-application/11-upgrading/06-from-create-react-app.mdx	0	585	app/building-your-application
D		docs/02-app/01-building-your-application/11-upgrading/index.mdx	0	7	app/building-your-application
D		docs/02-app/01-building-your-application/index.mdx	0	22	app/building-your-application
D		docs/02-app/02-api-reference/01-components/font.mdx	0	354	app/api-reference
D		docs/02-app/02-api-reference/01-components/image.mdx	0	1043	app/api-reference
D		docs/02-app/02-api-reference/01-components/link.mdx	0	513	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/default.mdx	0	39	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/index.mdx	0	4	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/instrumentation.mdx	0	53	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/layout.mdx	0	169	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/loading.mdx	0	34	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/mdx-components.mdx	0	71	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/middleware.mdx	0	135	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/not-found.mdx	0	93	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/page.mdx	0	57	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/route.mdx	0	93	app/api-reference
D		docs/02-app/02-api-reference/02-file-conventions/template.mdx	0	55	app/api-reference
D		docs/02-app/02-api-reference/04-functions/cookies.mdx	0	157	app/api-reference
D		docs/02-app/02-api-reference/04-functions/draft-mode.mdx	0	26	app/api-reference
D		docs/02-app/02-api-reference/04-functions/fetch.mdx	0	105	app/api-reference
D		docs/02-app/02-api-reference/04-functions/headers.mdx	0	127	app/api-reference
D		docs/02-app/02-api-reference/04-functions/image-response.mdx	0	45	app/api-reference
D		docs/02-app/02-api-reference/04-functions/revalidatePath.mdx	0	123	app/api-reference
D		docs/02-app/02-api-reference/04-functions/revalidateTag.mdx	0	78	app/api-reference
D		docs/02-app/02-api-reference/04-functions/unstable_after.mdx	0	78	app/api-reference
D		docs/02-app/02-api-reference/04-functions/use-pathname.mdx	0	94	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/appDir.mdx	0	10	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/compress.mdx	0	35	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/devIndicators.mdx	0	64	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/eslint.mdx	0	22	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/incrementalCacheHandlerPath.mdx	0	59	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/instrumentationHook.mdx	0	21	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/logging.mdx	0	28	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/ppr.mdx	0	39	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/reactCompiler.mdx	0	45	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/swrDelta.mdx	0	19	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/turbo.mdx	0	104	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/typedRoutes.mdx	0	18	app/api-reference
D		docs/02-app/02-api-reference/05-next-config-js/typescript.mdx	0	26	app/api-reference
D		docs/02-app/02-api-reference/06-create-next-app.mdx	0	144	app/api-reference
D		docs/02-app/02-api-reference/08-next-cli.mdx	0	436	app/api-reference
D		docs/02-app/index.mdx	0	73	app/index
A		docs/02-pages/01-getting-started/01-installation.mdx	8	0	pages/getting-started
A		docs/02-pages/01-getting-started/02-project-structure.mdx	8	0	pages/getting-started
R	docs/03-pages/01-building-your-application/05-optimizing/01-images.mdx	docs/02-pages/01-getting-started/04-images.mdx	6	1	pages/getting-started
R	docs/03-pages/01-building-your-application/05-optimizing/02-fonts.mdx	docs/02-pages/01-getting-started/05-fonts.mdx	8	3	pages/getting-started
A		docs/02-pages/01-getting-started/06-css.mdx	15	0	pages/getting-started
A		docs/02-pages/01-getting-started/11-deploying.mdx	6	0	pages/getting-started
A		docs/02-pages/01-getting-started/index.mdx	5	0	pages/getting-started
R	docs/03-pages/01-building-your-application/04-styling/01-css-modules.mdx	docs/02-pages/02-guides/analytics.mdx	4	3	pages/guides
R	docs/03-pages/01-building-your-application/08-authentication/index.mdx	docs/02-pages/02-guides/authentication.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/08-babel.mdx	docs/02-pages/02-guides/babel.mdx	2	1	pages/guides
R	docs/03-pages/01-building-your-application/02-rendering/06-edge-and-nodejs-runtimes.mdx	docs/02-pages/02-guides/ci-build-caching.mdx	4	3	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/15-content-security-policy.mdx	docs/02-pages/02-guides/content-security-policy.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/04-styling/03-css-in-js.mdx	docs/02-pages/02-guides/css-in-js.mdx	3	2	pages/guides
A		docs/02-pages/02-guides/custom-server.mdx	8	0	pages/guides
A		docs/02-pages/02-guides/debugging.mdx	8	0	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/11-draft-mode.mdx	docs/02-pages/02-guides/draft-mode.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/03-environment-variables.mdx	docs/02-pages/02-guides/environment-variables.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/03-data-fetching/03-forms-and-mutations.mdx	docs/02-pages/02-guides/forms.mdx	14	84	pages/guides
A		docs/02-pages/02-guides/incremental-static-regeneration.mdx	8	0	pages/guides
A		docs/02-pages/02-guides/index.mdx	4	0	pages/guides
R	docs/03-pages/01-building-your-application/05-optimizing/09-instrumentation.mdx	docs/02-pages/02-guides/instrumentation.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/01-routing/10-internationalization.mdx	docs/02-pages/02-guides/internationalization.mdx	10	10	pages/guides
R	docs/03-pages/01-building-your-application/05-optimizing/08-lazy-loading.mdx	docs/02-pages/02-guides/lazy-loading.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/06-mdx.mdx	docs/02-pages/02-guides/mdx.mdx	2	2	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/02-app-router-migration.mdx	docs/02-pages/02-guides/migrating/app-router-migration.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/04-from-create-react-app.mdx	docs/02-pages/02-guides/migrating/from-create-react-app.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/03-from-vite.mdx	docs/02-pages/02-guides/migrating/from-vite.mdx	3	2	pages/guides
A		docs/02-pages/02-guides/migrating/index.mdx	4	0	pages/guides
R	docs/03-pages/01-building-your-application/09-deploying/03-multi-zones.mdx	docs/02-pages/02-guides/multi-zones.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/05-optimizing/10-open-telemetry.mdx	docs/02-pages/02-guides/open-telemetry.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/05-optimizing/06-package-bundling.mdx	docs/02-pages/02-guides/package-bundling.mdx	4	4	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/09-post-css.mdx	docs/02-pages/02-guides/post-css.mdx	4	10	pages/guides
R	docs/03-pages/01-building-your-application/06-configuring/14-preview-mode.mdx	docs/02-pages/02-guides/preview-mode.mdx	28	17	pages/guides
R	docs/03-pages/01-building-your-application/09-deploying/01-production-checklist.mdx	docs/02-pages/02-guides/production-checklist.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/01-routing/04-redirecting.mdx	docs/02-pages/02-guides/redirecting.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/04-styling/04-sass.mdx	docs/02-pages/02-guides/sass.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/05-optimizing/03-scripts.mdx	docs/02-pages/02-guides/scripts.mdx	2	2	pages/guides
A		docs/02-pages/02-guides/self-hosting.mdx	8	0	pages/guides
R	docs/03-pages/01-building-your-application/09-deploying/02-static-exports.mdx	docs/02-pages/02-guides/static-exports.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/04-styling/02-tailwind-css.mdx	docs/02-pages/02-guides/tailwind-v3-css.mdx	1	1	pages/guides
R	docs/03-pages/01-building-your-application/07-testing/04-cypress.mdx	docs/02-pages/02-guides/testing/cypress.mdx	2	2	pages/guides
R	docs/03-pages/01-building-your-application/07-testing/index.mdx	docs/02-pages/02-guides/testing/index.mdx	1	1	pages/guides
R	docs/03-pages/01-building-your-application/07-testing/02-jest.mdx	docs/02-pages/02-guides/testing/jest.mdx	2	2	pages/guides
R	docs/03-pages/01-building-your-application/07-testing/03-playwright.mdx	docs/02-pages/02-guides/testing/playwright.mdx	2	2	pages/guides
R	docs/03-pages/01-building-your-application/07-testing/01-vitest.mdx	docs/02-pages/02-guides/testing/vitest.mdx	2	2	pages/guides
R	docs/03-pages/01-building-your-application/05-optimizing/11-third-party-libraries.mdx	docs/02-pages/02-guides/third-party-libraries.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/01-codemods.mdx	docs/02-pages/02-guides/upgrading/codemods.mdx	1	1	pages/guides
A		docs/02-pages/02-guides/upgrading/index.mdx	6	0	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/09-version-10.mdx	docs/02-pages/02-guides/upgrading/version-10.mdx	2	1	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/08-version-11.mdx	docs/02-pages/02-guides/upgrading/version-11.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/07-version-12.mdx	docs/02-pages/02-guides/upgrading/version-12.mdx	5	4	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/06-version-13.mdx	docs/02-pages/02-guides/upgrading/version-13.mdx	13	12	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/05-version-14.mdx	docs/02-pages/02-guides/upgrading/version-14.mdx	3	2	pages/guides
R	docs/03-pages/01-building-your-application/10-upgrading/10-version-9.mdx	docs/02-pages/02-guides/upgrading/version-9.mdx	1	9	pages/guides
R	docs/03-pages/01-building-your-application/01-routing/01-pages-and-layouts.mdx	docs/02-pages/03-building-your-application/01-routing/01-pages-and-layouts.mdx	0	0	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/02-dynamic-routes.mdx	docs/02-pages/03-building-your-application/01-routing/02-dynamic-routes.mdx	0	0	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/03-linking-and-navigating.mdx	docs/02-pages/03-building-your-application/01-routing/03-linking-and-navigating.mdx	1	8	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/05-custom-app.mdx	docs/02-pages/03-building-your-application/01-routing/05-custom-app.mdx	3	3	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/06-custom-document.mdx	docs/02-pages/03-building-your-application/01-routing/06-custom-document.mdx	3	3	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/07-api-routes.mdx	docs/02-pages/03-building-your-application/01-routing/07-api-routes.mdx	45	9	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/08-custom-error.mdx	docs/02-pages/03-building-your-application/01-routing/08-custom-error.mdx	1	1	pages/building-your-application
R	docs/03-pages/01-building-your-application/01-routing/index.mdx	docs/02-pages/03-building-your-application/01-routing/index.mdx	0	0	pages/building-your-application
R	docs/03-pages/01-building-your-application/02-rendering/01-server-side-rendering.mdx	docs/02-pages/03-building-your-application/02-rendering/01-server-side-rendering.mdx	0	0	pages/building-your-application
R	docs/03-pages/01-building-your-application/02-rendering/02-static-site-generation.mdx	docs/02-pages/03-building-your-application/02-rendering/02-static-site-generation.mdx	25	16	pages/building-your-application
R	docs/03-pages/01-building-your-application/02-rendering/04-automatic-static-optimization.mdx	docs/02-pages/03-building-your-application/02-rendering/04-automatic-static-optimization.mdx	2	2	pages/building-your-application
R	docs/03-pages/01-building-your-application/02-rendering/05-client-side-rendering.mdx	docs/02-pages/03-building-your-application/02-rendering/05-client-side-rendering.mdx	2	3	pages/building-your-application
R	docs/03-pages/01-building-your-application/02-rendering/index.mdx	docs/02-pages/03-building-your-application/02-rendering/index.mdx	0	0	pages/building-your-application
R	docs/03-pages/01-building-your-application/03-data-fetching/01-get-static-props.mdx	docs/02-pages/03-building-your-application/03-data-fetching/01-get-static-props.mdx	5	5	pages/building-your-application
R	docs/03-pages/01-building-your-application/03-data-fetching/02-get-static-paths.mdx	docs/02-pages/03-building-your-application/03-data-fetching/02-get-static-paths.mdx	0	0	pages/building-your-application
A		docs/02-pages/03-building-your-application/03-data-fetching/03-forms-and-mutations.mdx	107	0	pages/building-your-application
R	docs/03-pages/01-building-your-application/03-data-fetching/03-get-server-side-props.mdx	docs/02-pages/03-building-your-application/03-data-fetching/03-get-server-side-props.mdx	1	1	pages/building-your-application
R	docs/03-pages/01-building-your-application/03-data-fetching/05-client-side.mdx	docs/02-pages/03-building-your-application/03-data-fetching/05-client-side.mdx	2	2	pages/building-your-application
R	docs/03-pages/01-building-your-application/03-data-fetching/index.mdx	docs/02-pages/03-building-your-application/03-data-fetching/index.mdx	25	14	pages/building-your-application
R	docs/03-pages/01-building-your-application/06-configuring/12-error-handling.mdx	docs/02-pages/03-building-your-application/06-configuring/12-error-handling.mdx	0	0	pages/building-your-application
R	docs/02-app/01-building-your-application/07-configuring/index.mdx	docs/02-pages/03-building-your-application/06-configuring/index.mdx	0	2	pages/building-your-application
A		docs/02-pages/03-building-your-application/index.mdx	4	0	pages/building-your-application
R	docs/03-pages/02-api-reference/01-components/font.mdx	docs/02-pages/04-api-reference/01-components/font.mdx	0	0	pages/api-reference
A		docs/02-pages/04-api-reference/01-components/form.mdx	7	0	pages/api-reference
R	docs/03-pages/02-api-reference/01-components/head.mdx	docs/02-pages/04-api-reference/01-components/head.mdx	4	10	pages/api-reference
R	docs/03-pages/02-api-reference/01-components/image-legacy.mdx	docs/02-pages/04-api-reference/01-components/image-legacy.mdx	92	39	pages/api-reference
R	docs/03-pages/02-api-reference/01-components/image.mdx	docs/02-pages/04-api-reference/01-components/image.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/01-components/index.mdx	docs/02-pages/04-api-reference/01-components/index.mdx	0	0	pages/api-reference
R	docs/03-pages/02-api-reference/01-components/link.mdx	docs/02-pages/04-api-reference/01-components/link.mdx	2	2	pages/api-reference
R	docs/03-pages/02-api-reference/01-components/script.mdx	docs/02-pages/04-api-reference/01-components/script.mdx	1	1	pages/api-reference
A		docs/02-pages/04-api-reference/02-file-conventions/index.mdx	4	0	pages/api-reference
A		docs/02-pages/04-api-reference/02-file-conventions/instrumentation.mdx	7	0	pages/api-reference
R	docs/03-pages/01-building-your-application/04-styling/index.mdx	docs/02-pages/04-api-reference/02-file-conventions/proxy.mdx	3	3	pages/api-reference
R	docs/03-pages/01-building-your-application/05-optimizing/05-static-assets.mdx	docs/02-pages/04-api-reference/02-file-conventions/public-folder.mdx	3	2	pages/api-reference
R	docs/03-pages/01-building-your-application/06-configuring/05-src-directory.mdx	docs/02-pages/04-api-reference/02-file-conventions/src-folder.mdx	2	2	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/get-initial-props.mdx	docs/02-pages/04-api-reference/03-functions/get-initial-props.mdx	2	2	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/get-server-side-props.mdx	docs/02-pages/04-api-reference/03-functions/get-server-side-props.mdx	8	8	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/get-static-paths.mdx	docs/02-pages/04-api-reference/03-functions/get-static-paths.mdx	13	13	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/get-static-props.mdx	docs/02-pages/04-api-reference/03-functions/get-static-props.mdx	21	21	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/index.mdx	docs/02-pages/04-api-reference/03-functions/index.mdx	0	0	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/next-request.mdx	docs/02-pages/04-api-reference/03-functions/next-request.mdx	0	0	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/next-response.mdx	docs/02-pages/04-api-reference/03-functions/next-response.mdx	0	0	pages/api-reference
A		docs/02-pages/04-api-reference/03-functions/use-params.mdx	242	0	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/use-report-web-vitals.mdx	docs/02-pages/04-api-reference/03-functions/use-report-web-vitals.mdx	0	0	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/use-router.mdx	docs/02-pages/04-api-reference/03-functions/use-router.mdx	79	7	pages/api-reference
A		docs/02-pages/04-api-reference/03-functions/use-search-params.mdx	318	0	pages/api-reference
R	docs/03-pages/02-api-reference/02-functions/userAgent.mdx	docs/02-pages/04-api-reference/03-functions/userAgent.mdx	0	0	pages/api-reference
A		docs/02-pages/04-api-reference/04-config/01-next-config-js/adapterPath.mdx	7	0	pages/api-reference
A		docs/02-pages/04-api-reference/04-config/01-next-config-js/allowedDevOrigins.mdx	7	0	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/assetPrefix.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/assetPrefix.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/basePath.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/basePath.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/bundlePagesRouterDependencies.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/bundlePagesRouterDependencies.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/compress.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/compress.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/crossOrigin.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/crossOrigin.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/devIndicators.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/devIndicators.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/distDir.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/distDir.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/env.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/env.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/exportPathMap.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/exportPathMap.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/generateBuildId.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/generateBuildId.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/generateEtags.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/generateEtags.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/headers.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/headers.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/httpAgentOptions.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/httpAgentOptions.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/images.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/images.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/index.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/index.mdx	1	1	pages/api-reference
A		docs/02-pages/04-api-reference/04-config/01-next-config-js/isolatedDevBuild.mdx	7	0	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/onDemandEntries.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/onDemandEntries.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/optimizePackageImports.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/optimizePackageImports.mdx	2	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/output.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/output.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/pageExtensions.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/pageExtensions.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/poweredByHeader.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/poweredByHeader.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/productionBrowserSourceMaps.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/productionBrowserSourceMaps.mdx	1	1	pages/api-reference
A		docs/02-pages/04-api-reference/04-config/01-next-config-js/proxyClientMaxBodySize.mdx	7	0	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/reactStrictMode.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/reactStrictMode.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/redirects.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/redirects.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/rewrites.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/rewrites.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/serverExternalPackages.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/serverExternalPackages.mdx	25	3	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/trailingSlash.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/trailingSlash.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/transpilePackages.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/transpilePackages.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/turbo.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/turbopack.mdx	3	3	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/typescript.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/typescript.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/urlImports.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/urlImports.mdx	3	2	pages/api-reference
R	docs/03-pages/01-building-your-application/01-routing/11-middleware.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/useLightningcss.mdx	4	3	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/webVitalsAttribution.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/webVitalsAttribution.mdx	1	1	pages/api-reference
R	docs/03-pages/02-api-reference/03-next-config-js/webpack.mdx	docs/02-pages/04-api-reference/04-config/01-next-config-js/webpack.mdx	1	1	pages/api-reference
R	docs/03-pages/01-building-your-application/06-configuring/01-typescript.mdx	docs/02-pages/04-api-reference/04-config/01-typescript.mdx	1	1	pages/api-reference
R	docs/03-pages/01-building-your-application/06-configuring/02-eslint.mdx	docs/02-pages/04-api-reference/04-config/02-eslint.mdx	1	1	pages/api-reference
A		docs/02-pages/04-api-reference/04-config/index.mdx	4	0	pages/api-reference
A		docs/02-pages/04-api-reference/05-cli/create-next-app.mdx	7	0	pages/api-reference
R	docs/03-pages/02-api-reference/04-create-next-app.mdx	docs/02-pages/04-api-reference/05-cli/index.mdx	3	3	pages/api-reference
A		docs/02-pages/04-api-reference/05-cli/next.mdx	7	0	pages/api-reference
R	docs/03-pages/02-api-reference/06-edge.mdx	docs/02-pages/04-api-reference/06-edge.mdx	0	0	pages/api-reference
A		docs/02-pages/04-api-reference/08-turbopack.mdx	5	0	pages/api-reference
R	docs/03-pages/02-api-reference/index.mdx	docs/02-pages/04-api-reference/index.mdx	0	0	pages/api-reference
A		docs/02-pages/index.mdx	10	0	pages/index
R	docs/04-architecture/accessibility.mdx	docs/03-architecture/accessibility.mdx	1	1	architecture/accessibility
R	docs/04-architecture/fast-refresh.mdx	docs/03-architecture/fast-refresh.mdx	3	3	architecture/fast-refresh
R	docs/04-architecture/index.mdx	docs/03-architecture/index.mdx	0	0	architecture/index
R	docs/04-architecture/nextjs-compiler.mdx	docs/03-architecture/nextjs-compiler.mdx	45	7	architecture/nextjs-compiler
R	docs/04-architecture/supported-browsers.mdx	docs/03-architecture/supported-browsers.mdx	75	14	architecture/supported-browsers
D		docs/03-pages/01-building-your-application/03-data-fetching/04-incremental-static-regeneration.mdx	0	182	pages/building-your-application
D		docs/03-pages/01-building-your-application/05-optimizing/07-analytics.mdx	0	7	pages/building-your-application
D		docs/03-pages/01-building-your-application/05-optimizing/index.mdx	0	8	pages/building-your-application
D		docs/03-pages/01-building-your-application/06-configuring/04-absolute-imports-and-module-aliases.mdx	0	7	pages/building-your-application
D		docs/03-pages/01-building-your-application/06-configuring/07-amp.mdx	0	156	pages/building-your-application
D		docs/03-pages/01-building-your-application/06-configuring/10-custom-server.mdx	0	119	pages/building-your-application
D		docs/03-pages/01-building-your-application/06-configuring/13-debugging.mdx	0	122	pages/building-your-application
D		docs/03-pages/01-building-your-application/06-configuring/index.mdx	0	7	pages/building-your-application
D		docs/03-pages/01-building-your-application/09-deploying/index.mdx	0	7	pages/building-your-application
D		docs/03-pages/01-building-your-application/10-upgrading/index.mdx	0	7	pages/building-your-application
D		docs/03-pages/01-building-your-application/index.mdx	0	7	pages/building-your-application
D		docs/03-pages/02-api-reference/02-functions/use-amp.mdx	0	86	pages/api-reference
D		docs/03-pages/02-api-reference/03-next-config-js/eslint.mdx	0	7	pages/api-reference
D		docs/03-pages/02-api-reference/03-next-config-js/instrumentationHook.mdx	0	7	pages/api-reference
D		docs/03-pages/02-api-reference/03-next-config-js/runtime-configuration.mdx	0	60	pages/api-reference
D		docs/03-pages/02-api-reference/05-next-cli.mdx	0	7	pages/api-reference
D		docs/03-pages/index.mdx	0	8	pages/index
D		docs/04-architecture/turbopack.mdx	0	68	architecture/turbopack
R	docs/05-community/01-contribution-guide.mdx	docs/04-community/01-contribution-guide.mdx	19	12	community/contribution-guide
A		docs/04-community/02-rspack.mdx	12	0	community/rspack
R	docs/05-community/index.mdx	docs/04-community/index.mdx	1	1	community/index
M		docs/index.mdx	35	25	index
