status,old_path,new_path,normalized_path,ko_path,action,priority,additions,deletions,section
R,docs/02-app/02-api-reference/04-functions/userAgent.mdx,docs/01-app/03-api-reference/04-functions/userAgent.mdx,app/api-reference/functions/userAgent,pages/docs/app/api-reference/functions/userAgent.mdx,UPDATE_REQUIRED,P0,14,6,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/adapterPath.mdx,app/api-reference/config/next-config-js/adapterPath,,NEW_TRANSLATION,P0,365,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/allowedDevOrigins.mdx,app/api-reference/config/next-config-js/allowedDevOrigins,,NEW_TRANSLATION,P0,18,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/appDir.mdx,app/api-reference/config/next-config-js/appDir,,NEW_TRANSLATION,P0,11,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/assetPrefix.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/assetPrefix.mdx,app/api-reference/config/next-config-js/assetPrefix,,REMOVE_OR_REDIRECT,P0,23,14,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/authInterrupts.mdx,app/api-reference/config/next-config-js/authInterrupts,,NEW_TRANSLATION,P0,33,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/basePath.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/basePath.mdx,app/api-reference/config/next-config-js/basePath,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/browserDebugInfoInTerminal.mdx,app/api-reference/config/next-config-js/browserDebugInfoInTerminal,,NEW_TRANSLATION,P0,134,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/cacheComponents.mdx,app/api-reference/config/next-config-js/cacheComponents,,NEW_TRANSLATION,P0,40,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/cacheHandlers.mdx,app/api-reference/config/next-config-js/cacheHandlers,,NEW_TRANSLATION,P0,429,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/cacheLife.mdx,app/api-reference/config/next-config-js/cacheLife,,NEW_TRANSLATION,P0,81,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/compress.mdx,app/api-reference/config/next-config-js/compress,,NEW_TRANSLATION,P0,22,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/crossOrigin.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/crossOrigin.mdx,app/api-reference/config/next-config-js/crossOrigin,,REMOVE_OR_REDIRECT,P0,1,1,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/cssChunking.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/cssChunking.mdx,app/api-reference/config/next-config-js/cssChunking,,REMOVE_OR_REDIRECT,P0,8,6,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/devIndicators.mdx,app/api-reference/config/next-config-js/devIndicators,,NEW_TRANSLATION,P0,59,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/distDir.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/distDir.mdx,app/api-reference/config/next-config-js/distDir,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/env.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/env.mdx,app/api-reference/config/next-config-js/env,,REMOVE_OR_REDIRECT,P0,5,4,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/expireTime.mdx,app/api-reference/config/next-config-js/expireTime,,NEW_TRANSLATION,P0,21,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/exportPathMap.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/exportPathMap.mdx,app/api-reference/config/next-config-js/exportPathMap,,REMOVE_OR_REDIRECT,P0,6,13,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/generateBuildId.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/generateBuildId.mdx,app/api-reference/config/next-config-js/generateBuildId,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/generateEtags.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/generateEtags.mdx,app/api-reference/config/next-config-js/generateEtags,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/headers.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/headers.mdx,app/api-reference/config/next-config-js/headers,,REMOVE_OR_REDIRECT,P0,61,11,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/htmlLimitedBots.mdx,app/api-reference/config/next-config-js/htmlLimitedBots,,NEW_TRANSLATION,P0,75,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/httpAgentOptions.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/httpAgentOptions.mdx,app/api-reference/config/next-config-js/httpAgentOptions,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/images.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/images.mdx,app/api-reference/config/next-config-js/images,,REMOVE_OR_REDIRECT,P0,32,3,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/incrementalCacheHandlerPath.mdx,app/api-reference/config/next-config-js/incrementalCacheHandlerPath,,NEW_TRANSLATION,P0,78,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/index.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/index.mdx,app/api-reference/config/next-config-js,,REMOVE_OR_REDIRECT,P0,30,2,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/inlineCss.mdx,app/api-reference/config/next-config-js/inlineCss,,NEW_TRANSLATION,P0,66,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/isolatedDevBuild.mdx,app/api-reference/config/next-config-js/isolatedDevBuild,,NEW_TRANSLATION,P0,44,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/logging.mdx,app/api-reference/config/next-config-js/logging,,NEW_TRANSLATION,P0,71,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/mdxRs.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/mdxRs.mdx,app/api-reference/config/next-config-js/mdxRs,,REMOVE_OR_REDIRECT,P0,2,3,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/onDemandEntries.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/onDemandEntries.mdx,app/api-reference/config/next-config-js/onDemandEntries,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/optimizePackageImports.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/optimizePackageImports.mdx,app/api-reference/config/next-config-js/optimizePackageImports,,REMOVE_OR_REDIRECT,P0,3,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/output.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/output.mdx,app/api-reference/config/next-config-js/output,,REMOVE_OR_REDIRECT,P0,80,45,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/pageExtensions.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/pageExtensions.mdx,app/api-reference/config/next-config-js/pageExtensions,,REMOVE_OR_REDIRECT,P0,3,3,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/poweredByHeader.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/poweredByHeader.mdx,app/api-reference/config/next-config-js/poweredByHeader,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/productionBrowserSourceMaps.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/productionBrowserSourceMaps.mdx,app/api-reference/config/next-config-js/productionBrowserSourceMaps,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/proxyClientMaxBodySize.mdx,app/api-reference/config/next-config-js/proxyClientMaxBodySize,,NEW_TRANSLATION,P0,118,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/reactCompiler.mdx,app/api-reference/config/next-config-js/reactCompiler,,NEW_TRANSLATION,P0,86,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/reactMaxHeadersLength.mdx,app/api-reference/config/next-config-js/reactMaxHeadersLength,,NEW_TRANSLATION,P0,16,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/reactStrictMode.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/reactStrictMode.mdx,app/api-reference/config/next-config-js/reactStrictMode,,REMOVE_OR_REDIRECT,P0,1,1,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/redirects.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/redirects.mdx,app/api-reference/config/next-config-js/redirects,,REMOVE_OR_REDIRECT,P0,53,10,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/rewrites.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/rewrites.mdx,app/api-reference/config/next-config-js/rewrites,,REMOVE_OR_REDIRECT,P0,26,26,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/sassOptions.mdx,app/api-reference/config/next-config-js/sassOptions,,NEW_TRANSLATION,P0,49,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/serverActions.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/serverActions.mdx,app/api-reference/config/next-config-js/serverActions,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/serverComponentsHmrCache.mdx,app/api-reference/config/next-config-js/serverComponentsHmrCache,,NEW_TRANSLATION,P0,36,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/serverExternalPackages.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/serverExternalPackages.mdx,app/api-reference/config/next-config-js/serverExternalPackages,,REMOVE_OR_REDIRECT,P0,25,3,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/staleTimes.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/staleTimes.mdx,app/api-reference/config/next-config-js/staleTimes,,REMOVE_OR_REDIRECT,P0,12,13,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/staticGeneration.mdx,app/api-reference/config/next-config-js/staticGeneration,,NEW_TRANSLATION,P0,41,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/taint.mdx,app/api-reference/config/next-config-js/taint,,NEW_TRANSLATION,P0,226,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/trailingSlash.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/trailingSlash.mdx,app/api-reference/config/next-config-js/trailingSlash,,REMOVE_OR_REDIRECT,P0,10,3,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/transpilePackages.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/transpilePackages.mdx,app/api-reference/config/next-config-js/transpilePackages,,REMOVE_OR_REDIRECT,P0,0,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/turbopack.mdx,app/api-reference/config/next-config-js/turbopack,,NEW_TRANSLATION,P0,314,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/turbopackFileSystemCache.mdx,app/api-reference/config/next-config-js/turbopackFileSystemCache,,NEW_TRANSLATION,P0,48,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/typedRoutes.mdx,app/api-reference/config/next-config-js/typedRoutes,,NEW_TRANSLATION,P0,17,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/typescript.mdx,app/api-reference/config/next-config-js/typescript,,NEW_TRANSLATION,P0,58,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/urlImports.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/urlImports.mdx,app/api-reference/config/next-config-js/urlImports,,REMOVE_OR_REDIRECT,P0,5,5,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/useLightningcss.mdx,app/api-reference/config/next-config-js/useLightningcss,,NEW_TRANSLATION,P0,41,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/01-next-config-js/viewTransition.mdx,app/api-reference/config/next-config-js/viewTransition,,NEW_TRANSLATION,P0,38,0,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/webVitalsAttribution.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/webVitalsAttribution.mdx,app/api-reference/config/next-config-js/webVitalsAttribution,,REMOVE_OR_REDIRECT,P0,5,2,app/api-reference
R,docs/02-app/02-api-reference/05-next-config-js/webpack.mdx,docs/01-app/03-api-reference/05-config/01-next-config-js/webpack.mdx,app/api-reference/config/next-config-js/webpack,,REMOVE_OR_REDIRECT,P0,14,14,app/api-reference
A,,docs/01-app/03-api-reference/05-config/02-typescript.mdx,app/api-reference/config/typescript,,NEW_TRANSLATION,P0,532,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/03-eslint.mdx,app/api-reference/config/eslint,,NEW_TRANSLATION,P0,385,0,app/api-reference
A,,docs/01-app/03-api-reference/05-config/index.mdx,app/api-reference/config,,NEW_TRANSLATION,P0,4,0,app/api-reference
A,,docs/01-app/03-api-reference/06-cli/create-next-app.mdx,app/api-reference/cli/create-next-app,,NEW_TRANSLATION,P0,111,0,app/api-reference
A,,docs/01-app/03-api-reference/06-cli/index.mdx,app/api-reference/cli,,NEW_TRANSLATION,P0,11,0,app/api-reference
A,,docs/01-app/03-api-reference/06-cli/next.mdx,app/api-reference/cli/next,,NEW_TRANSLATION,P0,342,0,app/api-reference
R,docs/02-app/02-api-reference/07-edge.mdx,docs/01-app/03-api-reference/07-edge.mdx,app/api-reference/edge,pages/docs/app/api-reference/edge.mdx,UPDATE_REQUIRED,P0,26,13,app/api-reference
A,,docs/01-app/03-api-reference/08-turbopack.mdx,app/api-reference/turbopack,,NEW_TRANSLATION,P0,260,0,app/api-reference
R,docs/02-app/02-api-reference/index.mdx,docs/01-app/03-api-reference/index.mdx,app/api-reference,pages/docs/app/api-reference.mdx,UPDATE_REQUIRED,P0,0,2,app/api-reference
A,,docs/01-app/04-glossary.mdx,app/glossary,,NEW_TRANSLATION,P2,272,0,app/glossary
A,,docs/01-app/index.mdx,app,pages/docs/app.mdx,UPDATE_REQUIRED,P2,15,0,app/index
D,,docs/01-getting-started/01-installation.mdx,getting-started/installation,pages/docs/getting-started/installation.mdx,REMOVE_OR_REDIRECT,P1,0,195,getting-started/installation
D,,docs/01-getting-started/02-project-structure.mdx,getting-started/project-structure,pages/docs/getting-started/project-structure.mdx,REMOVE_OR_REDIRECT,P1,0,167,getting-started/project-structure
D,,docs/01-getting-started/index.mdx,getting-started,pages/docs/getting-started.mdx,REMOVE_OR_REDIRECT,P1,0,4,getting-started/index
D,,docs/02-app/01-building-your-application/01-routing/01-defining-routes.mdx,app/building-your-application/routing/defining-routes,pages/docs/app/building-your-application/routing/defining-routes.mdx,REMOVE_OR_REDIRECT,P0,0,58,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/02-pages.mdx,app/building-your-application/routing/pages,pages/docs/app/building-your-application/routing/pages.mdx,REMOVE_OR_REDIRECT,P0,0,58,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/03-layouts-and-templates.mdx,app/building-your-application/routing/layouts-and-templates,pages/docs/app/building-your-application/routing/layouts-and-templates.mdx,REMOVE_OR_REDIRECT,P0,0,306,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/04-linking-and-navigating.mdx,app/building-your-application/routing/linking-and-navigating,pages/docs/app/building-your-application/routing/linking-and-navigating.mdx,REMOVE_OR_REDIRECT,P0,0,405,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/05-error-handling.mdx,app/building-your-application/routing/error-handling,pages/docs/app/building-your-application/routing/error-handling.mdx,REMOVE_OR_REDIRECT,P0,0,266,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/06-loading-ui-and-streaming.mdx,app/building-your-application/routing/loading-ui-and-streaming,pages/docs/app/building-your-application/routing/loading-ui-and-streaming.mdx,REMOVE_OR_REDIRECT,P0,0,184,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/08-route-groups.mdx,app/building-your-application/routing/route-groups,pages/docs/app/building-your-application/routing/route-groups.mdx,REMOVE_OR_REDIRECT,P0,0,78,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/09-colocation.mdx,app/building-your-application/routing/colocation,pages/docs/app/building-your-application/routing/colocation.mdx,REMOVE_OR_REDIRECT,P0,0,180,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/10-dynamic-routes.mdx,app/building-your-application/routing/dynamic-routes,pages/docs/app/building-your-application/routing/dynamic-routes.mdx,REMOVE_OR_REDIRECT,P0,0,126,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/14-middleware.mdx,app/building-your-application/routing/middleware,pages/docs/app/building-your-application/routing/middleware.mdx,REMOVE_OR_REDIRECT,P0,0,583,app/building-your-application
D,,docs/02-app/01-building-your-application/01-routing/index.mdx,app/building-your-application/routing,pages/docs/app/building-your-application/routing.mdx,REMOVE_OR_REDIRECT,P0,0,160,app/building-your-application
D,,docs/02-app/01-building-your-application/02-data-fetching/01-fetching.mdx,app/building-your-application/data-fetching/fetching,pages/docs/app/building-your-application/data-fetching/fetching.mdx,REMOVE_OR_REDIRECT,P1,0,619,app/building-your-application
D,,docs/02-app/01-building-your-application/02-data-fetching/02-caching-and-revalidating.mdx,app/building-your-application/data-fetching/caching-and-revalidating,pages/docs/app/building-your-application/data-fetching/caching-and-revalidating.mdx,REMOVE_OR_REDIRECT,P0,0,199,app/building-your-application
D,,docs/02-app/01-building-your-application/02-data-fetching/03-server-actions-and-mutations.mdx,app/building-your-application/data-fetching/server-actions-and-mutations,pages/docs/app/building-your-application/data-fetching/server-actions-and-mutations.mdx,REMOVE_OR_REDIRECT,P1,0,1006,app/building-your-application
D,,docs/02-app/01-building-your-application/02-data-fetching/index.mdx,app/building-your-application/data-fetching,pages/docs/app/building-your-application/data-fetching.mdx,REMOVE_OR_REDIRECT,P1,0,4,app/building-your-application
D,,docs/02-app/01-building-your-application/03-rendering/01-partial-prerendering.mdx,app/building-your-application/rendering/partial-prerendering,pages/docs/app/building-your-application/rendering/partial-prerendering.mdx,REMOVE_OR_REDIRECT,P0,0,88,app/building-your-application
D,,docs/02-app/01-building-your-application/03-rendering/02-server-components.mdx,app/building-your-application/rendering/server-components,pages/docs/app/building-your-application/rendering/server-components.mdx,REMOVE_OR_REDIRECT,P0,0,136,app/building-your-application
D,,docs/02-app/01-building-your-application/03-rendering/03-client-components.mdx,app/building-your-application/rendering/client-components,pages/docs/app/building-your-application/rendering/client-components.mdx,REMOVE_OR_REDIRECT,P0,0,106,app/building-your-application
D,,docs/02-app/01-building-your-application/03-rendering/04-composition-patterns.mdx,app/building-your-application/rendering/composition-patterns,pages/docs/app/building-your-application/rendering/composition-patterns.mdx,REMOVE_OR_REDIRECT,P0,0,560,app/building-your-application
D,,docs/02-app/01-building-your-application/03-rendering/05-edge-and-nodejs-runtimes.mdx,app/building-your-application/rendering/edge-and-nodejs-runtimes,pages/docs/app/building-your-application/rendering/edge-and-nodejs-runtimes.mdx,REMOVE_OR_REDIRECT,P0,0,26,app/building-your-application
D,,docs/02-app/01-building-your-application/03-rendering/index.mdx,app/building-your-application/rendering,pages/docs/app/building-your-application/rendering.mdx,REMOVE_OR_REDIRECT,P0,0,78,app/building-your-application
D,,docs/02-app/01-building-your-application/05-styling/01-stylesheets.mdx,app/building-your-application/styling/stylesheets,pages/docs/app/building-your-application/styling/stylesheets.mdx,REMOVE_OR_REDIRECT,P2,0,367,app/building-your-application
D,,docs/02-app/01-building-your-application/05-styling/02-tailwind-css.mdx,app/building-your-application/styling/tailwind-css,pages/docs/app/building-your-application/styling/tailwind-css.mdx,REMOVE_OR_REDIRECT,P2,0,201,app/building-your-application
D,,docs/02-app/01-building-your-application/05-styling/index.mdx,app/building-your-application/styling,pages/docs/app/building-your-application/styling.mdx,REMOVE_OR_REDIRECT,P2,0,16,app/building-your-application
D,,docs/02-app/01-building-your-application/06-optimizing/01-images.mdx,app/building-your-application/optimizing/images,pages/docs/app/building-your-application/optimizing/images.mdx,REMOVE_OR_REDIRECT,P2,0,357,app/building-your-application
D,,docs/02-app/01-building-your-application/06-optimizing/03-fonts.mdx,app/building-your-application/optimizing/fonts,pages/docs/app/building-your-application/optimizing/fonts.mdx,REMOVE_OR_REDIRECT,P2,0,642,app/building-your-application
D,,docs/02-app/01-building-your-application/06-optimizing/04-metadata.mdx,app/building-your-application/optimizing/metadata,pages/docs/app/building-your-application/optimizing/metadata.mdx,REMOVE_OR_REDIRECT,P2,0,364,app/building-your-application
D,,docs/02-app/01-building-your-application/06-optimizing/06-package-bundling.mdx,app/building-your-application/optimizing/package-bundling,pages/docs/app/building-your-application/optimizing/package-bundling.mdx,REMOVE_OR_REDIRECT,P2,0,138,app/building-your-application
D,,docs/02-app/01-building-your-application/06-optimizing/index.mdx,app/building-your-application/optimizing,pages/docs/app/building-your-application/optimizing.mdx,REMOVE_OR_REDIRECT,P2,0,46,app/building-your-application
D,,docs/02-app/01-building-your-application/07-configuring/01-typescript.mdx,app/building-your-application/configuring/typescript,pages/docs/app/building-your-application/configuring/typescript.mdx,REMOVE_OR_REDIRECT,P2,0,344,app/building-your-application
D,,docs/02-app/01-building-your-application/07-configuring/02-eslint.mdx,app/building-your-application/configuring/eslint,pages/docs/app/building-your-application/configuring/eslint.mdx,REMOVE_OR_REDIRECT,P2,0,312,app/building-your-application
D,,docs/02-app/01-building-your-application/07-configuring/04-absolute-imports-and-module-aliases.mdx,app/building-your-application/configuring/absolute-imports-and-module-aliases,pages/docs/app/building-your-application/configuring/absolute-imports-and-module-aliases.mdx,REMOVE_OR_REDIRECT,P2,0,178,app/building-your-application
D,,docs/02-app/01-building-your-application/07-configuring/11-draft-mode.mdx,app/building-your-application/configuring/draft-mode,pages/docs/app/building-your-application/configuring/draft-mode.mdx,REMOVE_OR_REDIRECT,P2,0,244,app/building-your-application
D,,docs/02-app/01-building-your-application/07-configuring/15-content-security-policy.mdx,app/building-your-application/configuring/content-security-policy,pages/docs/app/building-your-application/configuring/content-security-policy.mdx,REMOVE_OR_REDIRECT,P2,0,247,app/building-your-application
D,,docs/02-app/01-building-your-application/10-deploying/01-production-checklist.mdx,app/building-your-application/deploying/production-checklist,pages/docs/app/building-your-application/deploying/production-checklist.mdx,REMOVE_OR_REDIRECT,P1,0,165,app/building-your-application
D,,docs/02-app/01-building-your-application/10-deploying/index.mdx,app/building-your-application/deploying,pages/docs/app/building-your-application/deploying.mdx,REMOVE_OR_REDIRECT,P1,0,282,app/building-your-application
D,,docs/02-app/01-building-your-application/11-upgrading/01-codemods.mdx,app/building-your-application/upgrading/codemods,pages/docs/app/building-your-application/upgrading/codemods.mdx,REMOVE_OR_REDIRECT,P1,0,378,app/building-your-application
D,,docs/02-app/01-building-your-application/11-upgrading/02-version-15.mdx,app/building-your-application/upgrading/version-15,pages/docs/app/building-your-application/upgrading/version-15.mdx,REMOVE_OR_REDIRECT,P1,0,150,app/building-your-application
D,,docs/02-app/01-building-your-application/11-upgrading/05-from-create-react-app.mdx,app/building-your-application/upgrading/from-create-react-app,pages/docs/app/building-your-application/upgrading/from-create-react-app.mdx,REMOVE_OR_REDIRECT,P1,0,498,app/building-your-application
D,,docs/02-app/01-building-your-application/11-upgrading/06-from-create-react-app.mdx,app/building-your-application/upgrading/from-create-react-app,pages/docs/app/building-your-application/upgrading/from-create-react-app.mdx,REMOVE_OR_REDIRECT,P1,0,585,app/building-your-application
D,,docs/02-app/01-building-your-application/11-upgrading/index.mdx,app/building-your-application/upgrading,pages/docs/app/building-your-application/upgrading.mdx,REMOVE_OR_REDIRECT,P1,0,7,app/building-your-application
D,,docs/02-app/01-building-your-application/index.mdx,app/building-your-application,pages/docs/app/building-your-application.mdx,REMOVE_OR_REDIRECT,P2,0,22,app/building-your-application
D,,docs/02-app/02-api-reference/01-components/font.mdx,app/api-reference/components/font,pages/docs/app/api-reference/components/font.mdx,REMOVE_OR_REDIRECT,P0,0,354,app/api-reference
D,,docs/02-app/02-api-reference/01-components/image.mdx,app/api-reference/components/image,pages/docs/app/api-reference/components/image.mdx,REMOVE_OR_REDIRECT,P0,0,1043,app/api-reference
D,,docs/02-app/02-api-reference/01-components/link.mdx,app/api-reference/components/link,pages/docs/app/api-reference/components/link.mdx,REMOVE_OR_REDIRECT,P0,0,513,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/default.mdx,app/api-reference/file-conventions/default,pages/docs/app/api-reference/file-conventions/default.mdx,REMOVE_OR_REDIRECT,P0,0,39,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/index.mdx,app/api-reference/file-conventions,pages/docs/app/api-reference/file-conventions.mdx,REMOVE_OR_REDIRECT,P0,0,4,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/instrumentation.mdx,app/api-reference/file-conventions/instrumentation,pages/docs/app/api-reference/file-conventions/instrumentation.mdx,REMOVE_OR_REDIRECT,P0,0,53,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/layout.mdx,app/api-reference/file-conventions/layout,pages/docs/app/api-reference/file-conventions/layout.mdx,REMOVE_OR_REDIRECT,P0,0,169,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/loading.mdx,app/api-reference/file-conventions/loading,pages/docs/app/api-reference/file-conventions/loading.mdx,REMOVE_OR_REDIRECT,P0,0,34,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/mdx-components.mdx,app/api-reference/file-conventions/mdx-components,pages/docs/app/api-reference/file-conventions/mdx-components.mdx,REMOVE_OR_REDIRECT,P0,0,71,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/middleware.mdx,app/api-reference/file-conventions/middleware,pages/docs/app/api-reference/file-conventions/middleware.mdx,REMOVE_OR_REDIRECT,P0,0,135,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/not-found.mdx,app/api-reference/file-conventions/not-found,pages/docs/app/api-reference/file-conventions/not-found.mdx,REMOVE_OR_REDIRECT,P0,0,93,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/page.mdx,app/api-reference/file-conventions/page,pages/docs/app/api-reference/file-conventions/page.mdx,REMOVE_OR_REDIRECT,P0,0,57,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/route.mdx,app/api-reference/file-conventions/route,pages/docs/app/api-reference/file-conventions/route.mdx,REMOVE_OR_REDIRECT,P0,0,93,app/api-reference
D,,docs/02-app/02-api-reference/02-file-conventions/template.mdx,app/api-reference/file-conventions/template,pages/docs/app/api-reference/file-conventions/template.mdx,REMOVE_OR_REDIRECT,P0,0,55,app/api-reference
D,,docs/02-app/02-api-reference/04-functions/cookies.mdx,app/api-reference/functions/cookies,pages/docs/app/api-reference/functions/cookies.mdx,REMOVE_OR_REDIRECT,P0,0,157,app/api-reference
D,,docs/02-app/02-api-reference/04-functions/draft-mode.mdx,app/api-reference/functions/draft-mode,pages/docs/app/api-reference/functions/draft-mode.mdx,REMOVE_OR_REDIRECT,P0,0,26,app/api-reference
D,,docs/02-app/02-api-reference/04-functions/fetch.mdx,app/api-reference/functions/fetch,pages/docs/app/api-reference/functions/fetch.mdx,REMOVE_OR_REDIRECT,P0,0,105,app/api-reference
